order_id,menu_item_id,quantity,subtotal
38418,6,1,3.76
38418,14,1,4.02
38419,15,1,6.31
38419,8,1,4.03
38419,3,1,3.85
38420,10,1,4.91
38421,20,1,5.08
38421,13,1,5.73
38422,16,1,5.82
38423,5,1,5.12
38424,13,1,5.73
38425,28,1,3.95
38426,15,1,6.31
38426,28,1,3.95
38427,6,2,7.52
38428,32,1,4.68
38428,23,1,4.73
38429,10,1,4.91
38429,28,1,3.95
38430,14,1,4.02
38431,4,2,11.48
38431,12,1,6.32
38432,7,1,6.29
38432,2,1,5.44
38433,15,1,6.31
38433,14,2,8.04
38433,12,1,6.32
38434,10,1,4.91
38434,4,1,5.74
38434,12,1,6.32
38435,25,1,6.66
38436,14,2,8.04
38436,11,1,3.96
38437,29,1,4.42
38437,16,1,5.82
38437,30,1,6.85
38438,15,1,6.31
38439,20,1,5.08
38440,11,2,7.92
38440,13,1,5.73
38440,26,1,4.12
38441,22,1,5.16
38441,6,1,3.76
38441,1,1,4.79
38442,22,2,10.32
38443,25,1,6.66
38443,20,2,10.16
38443,9,1,5.07
38444,5,1,5.12
38445,27,1,5.75
38446,3,1,3.85
38447,2,1,5.44
38448,1,1,4.79
38449,31,1,5.19
38449,9,2,10.14
38449,5,1,5.12
38450,25,2,13.32
38450,22,1,5.16
38451,28,1,3.95
38451,28,2,7.9
38451,9,1,5.07
38452,13,1,5.73
38453,6,1,3.76
38454,26,1,4.12
38454,3,2,7.7
38454,19,1,6.9
38455,26,1,4.12
38456,10,1,4.91
38457,3,1,3.85
38458,13,1,5.73
38459,25,2,13.32
38460,11,1,3.96
38460,32,1,4.68
38461,20,1,5.08
38461,22,1,5.16
38462,2,1,5.44
38462,2,1,5.44
38463,9,2,10.14
38463,19,1,6.9
38463,9,1,5.07
38464,20,1,5.08
38464,8,1,4.03
38465,32,1,4.68
38466,29,1,4.42
38466,8,1,4.03
38467,15,1,6.31
38467,31,1,5.19
38467,15,1,6.31
38468,4,1,5.74
38468,1,2,9.58
38468,25,1,6.66
38469,2,1,5.44
38469,19,1,6.9
38469,31,2,10.38
38470,3,1,3.85
38471,30,1,6.85
38472,11,1,3.96
38473,14,1,4.02
38473,17,1,4.25
38474,27,1,5.75
38474,24,1,7.0
38474,20,1,5.08
38475,7,1,6.29
38476,2,1,5.44
38476,22,1,5.16
38477,15,1,6.31
38478,18,1,4.58
38479,21,1,6.97
38480,15,1,6.31
38480,20,1,5.08
38481,24,1,7.0
38482,4,1,5.74
38483,22,1,5.16
38483,18,1,4.58
38484,11,1,3.96
38484,7,1,6.29
38485,25,1,6.66
38486,11,1,3.96
38487,32,1,4.68
38487,5,1,5.12
38488,7,1,6.29
38488,12,1,6.32
38488,21,1,6.97
38489,4,2,11.48
38490,26,1,4.12
38490,28,1,3.95
38491,7,1,6.29
38492,16,1,5.82
38492,5,1,5.12
38493,6,1,3.76
38494,4,1,5.74
38494,16,1,5.82
38494,5,1,5.12
38495,10,1,4.91
38495,10,1,4.91
38495,21,1,6.97
38496,28,1,3.95
38497,14,1,4.02
38497,15,1,6.31
38498,10,1,4.91
38498,12,1,6.32
38499,24,2,14.0
38499,29,1,4.42
38500,9,1,5.07
38500,22,1,5.16
38501,28,1,3.95
38502,8,1,4.03
38502,10,2,9.82
38502,31,1,5.19
38503,20,1,5.08
38503,30,1,6.85
38504,3,1,3.85
38505,29,1,4.42
38506,14,1,4.02
38507,13,1,5.73
38508,8,1,4.03
38508,30,1,6.85
38508,20,1,5.08
38509,28,1,3.95
38509,29,1,4.42
38510,23,1,4.73
38511,12,1,6.32
38511,18,1,4.58
38512,27,2,11.5
38513,11,1,3.96
38513,16,1,5.82
38514,11,1,3.96
38515,10,1,4.91
38515,19,2,13.8
38515,12,1,6.32
38516,4,1,5.74
38516,10,1,4.91
38517,8,1,4.03
38518,12,1,6.32
38518,24,1,7.0
38519,17,1,4.25
38520,30,1,6.85
38520,19,1,6.9
38521,30,1,6.85
38521,29,2,8.84
38521,25,1,6.66
38522,17,1,4.25
38522,9,1,5.07
38523,13,1,5.73
38523,26,1,4.12
38523,30,1,6.85
38524,28,1,3.95
38525,32,1,4.68
38525,32,1,4.68
38526,9,1,5.07
38527,20,2,10.16
38527,9,1,5.07
38528,30,2,13.7
38528,21,1,6.97
38529,3,1,3.85
38529,18,1,4.58
38529,31,1,5.19
38530,28,1,3.95
38530,32,1,4.68
38531,5,1,5.12
38531,29,1,4.42
38532,6,1,3.76
38532,16,1,5.82
38532,9,1,5.07
38533,20,1,5.08
38534,31,1,5.19
38534,24,1,7.0
38534,9,1,5.07
38535,23,1,4.73
38535,30,1,6.85
38536,20,1,5.08
38536,6,1,3.76
38537,20,1,5.08
38538,11,1,3.96
38539,3,1,3.85
38540,29,1,4.42
38541,8,1,4.03
38541,29,1,4.42
38541,6,1,3.76
38542,1,1,4.79
38543,31,1,5.19
38543,30,1,6.85
38544,19,1,6.9
38544,16,1,5.82
38545,11,1,3.96
38546,24,1,7.0
38547,17,1,4.25
38547,29,1,4.42
38548,15,1,6.31
38549,30,1,6.85
38550,2,1,5.44
38550,22,1,5.16
38551,31,1,5.19
38552,8,2,8.06
38552,19,1,6.9
38553,7,1,6.29
38554,15,1,6.31
38554,10,1,4.91
38555,9,1,5.07
38555,17,1,4.25
38556,31,1,5.19
38557,9,2,10.14
38558,15,1,6.31
38559,9,1,5.07
38559,10,1,4.91
38559,23,1,4.73
38560,1,1,4.79
38561,1,1,4.79
38562,6,1,3.76
38563,18,1,4.58
38564,25,1,6.66
38565,8,1,4.03
38566,17,1,4.25
38566,14,1,4.02
38567,32,1,4.68
38568,14,1,4.02
38569,18,1,4.58
38569,24,1,7.0
38570,9,1,5.07
38571,6,1,3.76
38572,12,1,6.32
38573,21,1,6.97
38574,22,1,5.16
38575,14,1,4.02
38576,3,1,3.85
38576,10,1,4.91
38577,15,1,6.31
38577,13,1,5.73
38578,22,1,5.16
38579,32,1,4.68
38580,29,1,4.42
38581,6,2,7.52
38582,31,1,5.19
38583,30,1,6.85
38584,1,1,4.79
38584,26,1,4.12
38585,13,1,5.73
38585,18,1,4.58
38586,21,1,6.97
38587,4,1,5.74
38587,29,2,8.84
38587,30,1,6.85
38588,23,1,4.73
38589,31,1,5.19
38590,5,2,10.24
38591,31,1,5.19
38592,15,1,6.31
38592,27,1,5.75
38593,4,1,5.74
38594,18,1,4.58
38594,25,1,6.66
38595,5,1,5.12
38596,13,1,5.73
38596,3,1,3.85
38597,30,1,6.85
38598,15,1,6.31
38598,30,1,6.85
38599,22,1,5.16
38600,8,1,4.03
38600,2,1,5.44
38601,4,1,5.74
38601,30,1,6.85
38602,20,1,5.08
38603,24,1,7.0
38603,14,1,4.02
38604,2,1,5.44
38605,13,1,5.73
38605,13,2,11.46
38606,32,1,4.68
38607,23,1,4.73
38608,7,1,6.29
38608,12,1,6.32
38609,22,2,10.32
38610,30,1,6.85
38611,5,1,5.12
38611,27,1,5.75
38611,20,1,5.08
38612,13,1,5.73
38613,4,1,5.74
38614,5,1,5.12
38614,17,1,4.25
38614,22,1,5.16
38615,7,1,6.29
38616,20,2,10.16
38617,28,1,3.95
38617,31,1,5.19
38618,18,2,9.16
38618,17,2,8.5
38619,12,1,6.32
38619,18,1,4.58
38620,25,2,13.32
38621,14,1,4.02
38622,13,1,5.73
38623,2,1,5.44
38623,19,2,13.8
38624,8,2,8.06
38625,6,2,7.52
38626,26,1,4.12
38627,24,1,7.0
38627,4,1,5.74
38628,31,1,5.19
38628,23,1,4.73
38629,26,1,4.12
38629,2,1,5.44
38630,11,1,3.96
38631,24,1,7.0
38631,31,1,5.19
38632,17,1,4.25
38633,21,1,6.97
38633,9,1,5.07
38634,11,1,3.96
38635,5,1,5.12
38635,29,1,4.42
38636,12,1,6.32
38636,12,1,6.32
38637,1,1,4.79
38637,8,1,4.03
38637,14,1,4.02
38638,3,1,3.85
38638,4,1,5.74
38639,1,1,4.79
38639,23,1,4.73
38640,32,1,4.68
38641,21,1,6.97
38642,1,1,4.79
38643,6,1,3.76
38643,16,1,5.82
38644,13,1,5.73
38644,15,1,6.31
38645,8,1,4.03
38645,31,1,5.19
38646,23,1,4.73
38646,8,1,4.03
38647,25,1,6.66
38648,13,1,5.73
38649,22,1,5.16
38649,8,1,4.03
38650,19,2,13.8
38651,14,1,4.02
38652,6,1,3.76
38653,20,1,5.08
38654,25,1,6.66
38655,27,1,5.75
38655,28,1,3.95
38655,5,1,5.12
38656,25,1,6.66
38657,11,1,3.96
38658,9,1,5.07
38659,32,1,4.68
38659,4,1,5.74
38659,6,1,3.76
38660,3,1,3.85
38661,10,1,4.91
38662,31,1,5.19
38662,4,1,5.74
38662,19,1,6.9
38663,19,1,6.9
38664,26,1,4.12
38665,10,1,4.91
38666,6,1,3.76
38666,7,1,6.29
38667,13,1,5.73
38667,9,1,5.07
38668,24,1,7.0
38669,1,1,4.79
38669,31,1,5.19
38669,31,1,5.19
38670,13,1,5.73
38671,20,1,5.08
38671,18,1,4.58
38671,13,1,5.73
38672,4,1,5.74
38673,24,1,7.0
38673,22,1,5.16
38674,31,1,5.19
38675,10,1,4.91
38676,5,1,5.12
38676,7,1,6.29
38677,28,1,3.95
38678,3,1,3.85
38678,20,1,5.08
38679,10,1,4.91
38679,14,1,4.02
38679,31,1,5.19
38680,6,1,3.76
38681,28,1,3.95
38682,9,1,5.07
38682,25,1,6.66
38682,8,1,4.03
38683,21,1,6.97
38683,9,1,5.07
38684,32,2,9.36
38684,2,1,5.44
38685,29,1,4.42
38685,19,1,6.9
38686,25,1,6.66
38686,9,1,5.07
38687,21,1,6.97
38687,28,1,3.95
38688,12,1,6.32
38688,18,1,4.58
38688,24,1,7.0
38689,27,1,5.75
38689,11,1,3.96
38690,22,1,5.16
38691,14,1,4.02
38692,16,2,11.64
38693,27,2,11.5
38694,24,1,7.0
38695,10,1,4.91
38695,9,1,5.07
38695,24,1,7.0
38696,23,1,4.73
38697,25,1,6.66
38697,19,1,6.9
38698,20,1,5.08
38698,8,1,4.03
38698,21,1,6.97
38699,32,1,4.68
38699,32,1,4.68
38699,9,1,5.07
38700,3,1,3.85
38700,15,1,6.31
38701,20,1,5.08
38701,17,1,4.25
38702,20,1,5.08
38702,2,1,5.44
38703,21,1,6.97
38703,32,1,4.68
38704,10,2,9.82
38705,6,1,3.76
38706,7,1,6.29
38706,30,1,6.85
38706,11,2,7.92
38707,6,2,7.52
38707,31,1,5.19
38708,22,1,5.16
38709,20,1,5.08
38710,8,1,4.03
38710,27,2,11.5
38711,2,1,5.44
38712,29,1,4.42
38712,7,1,6.29
38713,2,1,5.44
38713,3,1,3.85
38714,24,2,14.0
38714,2,1,5.44
38715,19,1,6.9
38715,6,1,3.76
38716,4,1,5.74
38717,9,1,5.07
38718,23,1,4.73
38718,21,1,6.97
38719,24,1,7.0
38720,1,1,4.79
38720,32,1,4.68
38720,23,1,4.73
38721,24,1,7.0
38721,23,1,4.73
38722,18,1,4.58
38723,30,1,6.85
38723,5,2,10.24
38724,9,1,5.07
38725,11,2,7.92
38726,31,1,5.19
38726,17,1,4.25
38727,23,1,4.73
38727,23,1,4.73
38728,5,1,5.12
38729,28,1,3.95
38729,12,1,6.32
38729,24,2,14.0
38730,6,2,7.52
38731,22,2,10.32
38731,16,1,5.82
38732,7,1,6.29
38733,16,1,5.82
38733,25,1,6.66
38734,30,1,6.85
38735,29,1,4.42
38736,8,1,4.03
38737,26,1,4.12
38737,15,1,6.31
38738,6,1,3.76
38738,30,1,6.85
38739,28,1,3.95
38740,2,2,10.88
38740,24,1,7.0
38741,24,1,7.0
38741,21,1,6.97
38742,18,1,4.58
38742,2,1,5.44
38743,14,2,8.04
38743,28,1,3.95
38744,11,1,3.96
38745,6,1,3.76
38745,32,1,4.68
38745,30,1,6.85
38746,7,1,6.29
38746,15,1,6.31
38746,16,1,5.82
38747,23,1,4.73
38748,14,1,4.02
38749,26,1,4.12
38750,2,1,5.44
38750,22,1,5.16
38750,18,1,4.58
38751,2,1,5.44
38751,6,1,3.76
38751,18,2,9.16
38752,20,1,5.08
38753,4,1,5.74
38754,30,1,6.85
38755,20,1,5.08
38756,20,2,10.16
38757,7,1,6.29
38758,5,1,5.12
38758,31,1,5.19
38758,30,1,6.85
38759,30,1,6.85
38759,30,2,13.7
38760,18,2,9.16
38761,30,1,6.85
38762,31,1,5.19
38763,6,1,3.76
38764,22,1,5.16
38764,28,1,3.95
38765,22,2,10.32
38765,32,2,9.36
38766,20,2,10.16
38767,32,1,4.68
38767,29,1,4.42
38768,2,1,5.44
38768,24,1,7.0
38769,20,1,5.08
38769,26,1,4.12
38770,13,1,5.73
38770,4,2,11.48
38771,29,1,4.42
38772,32,1,4.68
38773,5,1,5.12
38773,24,1,7.0
38773,31,1,5.19
38774,20,1,5.08
38774,21,1,6.97
38775,28,2,7.9
38776,6,1,3.76
38776,28,1,3.95
38776,6,1,3.76
38777,10,1,4.91
38778,32,1,4.68
38779,13,1,5.73
38780,26,1,4.12
38781,16,1,5.82
38782,14,1,4.02
38783,23,1,4.73
38784,18,1,4.58
38785,12,2,12.64
38786,28,1,3.95
38787,23,1,4.73
38787,22,1,5.16
38788,10,1,4.91
38789,27,1,5.75
38789,5,1,5.12
38790,24,1,7.0
38791,16,1,5.82
38791,11,1,3.96
38792,3,1,3.85
38792,25,1,6.66
38792,32,1,4.68
38793,6,1,3.76
38794,23,1,4.73
38795,11,1,3.96
38795,3,1,3.85
38796,4,1,5.74
38796,29,1,4.42
38797,10,1,4.91
38798,13,1,5.73
38799,27,1,5.75
38799,29,2,8.84
38800,5,1,5.12
38800,6,1,3.76
38801,2,1,5.44
38801,28,1,3.95
38802,16,1,5.82
38802,5,1,5.12
38803,10,1,4.91
38803,14,1,4.02
38803,14,1,4.02
38804,31,1,5.19
38804,29,1,4.42
38805,23,1,4.73
38806,30,1,6.85
38807,9,1,5.07
38807,4,1,5.74
38808,10,1,4.91
38809,11,1,3.96
38809,32,1,4.68
38810,19,1,6.9
38811,27,1,5.75
38812,12,1,6.32
38813,30,1,6.85
38814,19,1,6.9
38814,31,1,5.19
38815,5,2,10.24
38815,2,1,5.44
38816,10,1,4.91
38817,16,1,5.82
38817,31,1,5.19
38818,10,1,4.91
38819,20,1,5.08
38819,29,1,4.42
38820,17,1,4.25
38821,8,1,4.03
38821,23,1,4.73
38822,28,1,3.95
38823,25,1,6.66
38824,21,1,6.97
38825,8,1,4.03
38825,4,1,5.74
38825,5,1,5.12
38826,15,1,6.31
38826,18,1,4.58
38827,16,1,5.82
38827,2,1,5.44
38827,31,1,5.19
38828,12,1,6.32
38829,2,1,5.44
38829,15,1,6.31
38830,13,1,5.73
38831,32,2,9.36
38832,32,1,4.68
38832,4,1,5.74
38832,17,1,4.25
38833,2,1,5.44
38834,4,1,5.74
38835,10,1,4.91
38836,19,1,6.9
38837,4,1,5.74
38838,9,1,5.07
38838,27,1,5.75
38838,21,1,6.97
38839,30,2,13.7
38840,3,1,3.85
38840,18,2,9.16
38841,18,1,4.58
38841,31,1,5.19
38842,15,1,6.31
38842,25,1,6.66
38842,26,1,4.12
38843,12,1,6.32
38844,20,1,5.08
38845,27,1,5.75
38846,32,1,4.68
38847,31,1,5.19
38848,9,1,5.07
38849,25,1,6.66
38849,20,1,5.08
38850,4,1,5.74
38851,2,1,5.44
38851,5,1,5.12
38851,8,1,4.03
38852,9,1,5.07
38852,22,2,10.32
38853,5,1,5.12
38854,30,1,6.85
38855,32,1,4.68
38855,4,1,5.74
38855,17,1,4.25
38856,9,1,5.07
38857,5,1,5.12
38857,16,1,5.82
38858,4,1,5.74
38858,30,1,6.85
38859,16,1,5.82
38860,3,1,3.85
38860,27,1,5.75
38861,18,1,4.58
38862,26,1,4.12
38862,30,1,6.85
38863,20,1,5.08
38864,9,1,5.07
38864,26,1,4.12
38865,17,1,4.25
38865,9,1,5.07
38866,13,2,11.46
38867,26,1,4.12
38868,26,1,4.12
38868,20,1,5.08
38868,32,1,4.68
38869,27,1,5.75
38870,17,1,4.25
38871,29,2,8.84
38871,7,1,6.29
38872,12,1,6.32
38872,13,1,5.73
38872,12,1,6.32
38873,26,1,4.12
38873,1,1,4.79
38874,4,1,5.74
38875,17,1,4.25
38876,17,1,4.25
38876,10,1,4.91
38877,9,1,5.07
38877,19,1,6.9
38878,6,1,3.76
38878,16,1,5.82
38879,18,1,4.58
38880,19,1,6.9
38880,2,1,5.44
38881,14,1,4.02
38882,10,1,4.91
38883,7,1,6.29
38884,24,1,7.0
38885,28,1,3.95
38885,13,1,5.73
38886,7,1,6.29
38887,9,2,10.14
38888,10,1,4.91
38888,25,1,6.66
38889,16,2,11.64
38890,29,1,4.42
38891,8,1,4.03
38892,13,1,5.73
38892,4,1,5.74
38892,8,1,4.03
38893,25,1,6.66
38894,2,1,5.44
38894,2,1,5.44
38895,9,1,5.07
38895,1,1,4.79
38896,26,2,8.24
38896,15,1,6.31
38897,10,1,4.91
38898,3,1,3.85
38899,5,1,5.12
38899,11,1,3.96
38900,31,1,5.19
38900,29,1,4.42
38900,13,1,5.73
38901,28,1,3.95
38902,6,2,7.52
38902,8,2,8.06
38903,11,1,3.96
38904,4,1,5.74
38905,7,1,6.29
38905,19,1,6.9
38905,7,2,12.58
38906,11,1,3.96
38906,3,1,3.85
38907,29,1,4.42
38907,16,1,5.82
38908,1,1,4.79
38908,29,1,4.42
38909,9,1,5.07
38909,4,1,5.74
38910,31,1,5.19
38910,3,1,3.85
38910,13,1,5.73
38911,2,1,5.44
38911,31,1,5.19
38912,27,1,5.75
38912,27,1,5.75
38912,24,1,7.0
38913,13,1,5.73
38913,29,1,4.42
38914,12,2,12.64
38915,17,1,4.25
38915,13,1,5.73
38916,4,1,5.74
38917,16,1,5.82
38918,14,2,8.04
38919,25,1,6.66
38920,26,1,4.12
38921,31,2,10.38
38922,6,2,7.52
38922,4,1,5.74
38923,9,1,5.07
38924,32,1,4.68
38924,26,1,4.12
38925,5,1,5.12
38925,11,1,3.96
38925,2,1,5.44
38926,27,1,5.75
38927,21,1,6.97
38927,1,1,4.79
38928,16,1,5.82
38928,8,1,4.03
38929,24,1,7.0
38929,31,1,5.19
38930,29,1,4.42
38931,2,1,5.44
38931,28,1,3.95
38932,20,1,5.08
38932,29,1,4.42
38932,21,1,6.97
38933,15,1,6.31
38934,9,1,5.07
38935,8,1,4.03
38935,32,1,4.68
38935,10,2,9.82
38936,17,1,4.25
38937,25,1,6.66
38937,7,2,12.58
38938,5,1,5.12
38938,7,1,6.29
38939,26,1,4.12
38939,12,1,6.32
38940,10,1,4.91
38940,23,1,4.73
38941,23,1,4.73
38942,26,1,4.12
38943,4,1,5.74
38944,9,1,5.07
38945,16,1,5.82
38946,26,1,4.12
38947,21,1,6.97
38947,7,1,6.29
38947,32,1,4.68
38948,23,2,9.46
38948,22,1,5.16
38949,14,1,4.02
38950,27,1,5.75
38951,13,1,5.73
38952,28,1,3.95
38952,27,1,5.75
38952,1,1,4.79
38953,27,1,5.75
38953,25,2,13.32
38954,17,1,4.25
38954,29,1,4.42
38955,24,1,7.0
38955,3,1,3.85
38955,6,1,3.76
38956,2,2,10.88
38957,28,1,3.95
38957,13,1,5.73
38957,32,1,4.68
38958,24,1,7.0
38958,29,1,4.42
38958,30,2,13.7
38959,26,1,4.12
38959,13,1,5.73
38960,30,1,6.85
38961,6,1,3.76
38961,23,2,9.46
38962,27,1,5.75
38962,1,1,4.79
38963,25,1,6.66
38963,4,2,11.48
38964,10,1,4.91
38964,28,2,7.9
38965,31,1,5.19
38966,26,1,4.12
38966,3,1,3.85
38966,19,1,6.9
38967,25,1,6.66
38967,30,1,6.85
38968,4,1,5.74
38969,18,1,4.58
38969,7,1,6.29
38970,10,1,4.91
38970,27,1,5.75
38971,22,1,5.16
38972,16,1,5.82
38972,11,1,3.96
38972,1,1,4.79
38973,1,1,4.79
38973,19,1,6.9
38974,32,1,4.68
38974,4,1,5.74
38974,21,1,6.97
38975,12,1,6.32
38976,16,2,11.64
38977,26,1,4.12
38978,6,1,3.76
38978,16,1,5.82
38978,32,1,4.68
38979,32,1,4.68
38979,24,1,7.0
38980,27,1,5.75
38980,8,1,4.03
38981,9,2,10.14
38981,26,1,4.12
38982,15,1,6.31
38982,26,1,4.12
38983,3,2,7.7
38983,18,1,4.58
38984,29,1,4.42
38984,30,1,6.85
38984,3,1,3.85
38985,11,1,3.96
38985,14,1,4.02
38986,11,1,3.96
38986,32,1,4.68
38987,11,1,3.96
38987,19,1,6.9
38987,1,1,4.79
38988,17,1,4.25
38989,19,2,13.8
38989,31,1,5.19
38990,12,1,6.32
38991,18,1,4.58
38992,13,1,5.73
38992,25,1,6.66
38992,13,2,11.46
38993,3,1,3.85
38993,23,1,4.73
38993,10,2,9.82
38994,22,1,5.16
38994,9,1,5.07
38994,13,1,5.73
38995,15,1,6.31
38996,8,2,8.06
38997,22,1,5.16
38997,18,1,4.58
38998,18,2,9.16
38999,14,1,4.02
39000,2,1,5.44
39000,17,1,4.25
39001,17,1,4.25
39001,11,1,3.96
39002,16,1,5.82
39003,10,1,4.91
39004,21,1,6.97
39004,15,2,12.62
39004,9,1,5.07
39005,9,1,5.07
39006,15,1,6.31
39006,8,1,4.03
39007,5,1,5.12
39007,13,1,5.73
39008,6,2,7.52
39008,19,1,6.9
39008,3,1,3.85
39009,10,1,4.91
39009,18,1,4.58
39010,12,1,6.32
39010,19,1,6.9
39011,27,2,11.5
39011,30,1,6.85
39012,18,1,4.58
39013,26,1,4.12
39014,10,1,4.91
39014,30,1,6.85
39014,9,2,10.14
39015,29,1,4.42
39016,18,1,4.58
39017,17,1,4.25
39017,16,1,5.82
39017,7,2,12.58
39018,30,1,6.85
39019,30,1,6.85
39020,17,2,8.5
39020,1,1,4.79
39021,22,1,5.16
39022,28,1,3.95
39022,27,1,5.75
39022,28,1,3.95
39023,21,1,6.97
39024,4,1,5.74
39024,7,1,6.29
39025,15,1,6.31
39025,1,1,4.79
39026,15,2,12.62
39027,2,1,5.44
39028,19,1,6.9
39028,26,1,4.12
39028,29,1,4.42
39029,2,1,5.44
39030,7,1,6.29
39030,27,2,11.5
39031,17,1,4.25
39031,7,2,12.58
39032,27,1,5.75
39032,15,1,6.31
39033,7,1,6.29
39033,20,1,5.08
39034,6,1,3.76
39035,25,1,6.66
39035,13,1,5.73
39035,27,1,5.75
39036,20,1,5.08
39036,9,1,5.07
39036,15,1,6.31
39037,4,1,5.74
39038,24,1,7.0
39038,7,1,6.29
39038,1,1,4.79
39039,28,1,3.95
39040,27,1,5.75
39041,28,1,3.95
39041,15,1,6.31
39042,10,1,4.91
39043,27,1,5.75
39043,28,1,3.95
39044,11,1,3.96
39044,13,1,5.73
39045,30,1,6.85
39046,24,1,7.0
39047,29,1,4.42
39048,14,2,8.04
39049,18,1,4.58
39049,1,1,4.79
39050,30,1,6.85
39051,17,1,4.25
39052,24,1,7.0
39053,29,1,4.42
39053,30,1,6.85
39054,7,1,6.29
39054,12,1,6.32
39055,6,1,3.76
39055,1,1,4.79
39056,24,1,7.0
39056,18,1,4.58
39056,5,1,5.12
39057,18,1,4.58
39057,31,1,5.19
39057,23,1,4.73
39058,9,1,5.07
39059,16,1,5.82
39059,11,1,3.96
39060,25,1,6.66
39060,25,1,6.66
39060,7,1,6.29
39061,11,1,3.96
39062,2,2,10.88
39062,10,1,4.91
39063,5,1,5.12
39064,5,1,5.12
39064,14,1,4.02
39065,1,1,4.79
39066,3,1,3.85
39066,29,2,8.84
39067,1,1,4.79
39067,15,1,6.31
39068,16,1,5.82
39069,30,1,6.85
39069,30,1,6.85
39070,8,1,4.03
39071,3,1,3.85
39071,24,2,14.0
39071,27,1,5.75
39072,32,1,4.68
39073,17,2,8.5
39074,26,1,4.12
39075,7,1,6.29
39075,2,1,5.44
39075,32,1,4.68
39076,1,1,4.79
39077,19,1,6.9
39077,4,1,5.74
39078,17,1,4.25
39078,12,1,6.32
39079,19,2,13.8
39080,24,1,7.0
39081,18,1,4.58
39081,26,1,4.12
39082,12,1,6.32
39082,11,1,3.96
39083,15,1,6.31
39084,8,1,4.03
39084,26,2,8.24
39085,23,1,4.73
39086,18,1,4.58
39087,32,1,4.68
39088,16,1,5.82
39089,32,1,4.68
39089,27,1,5.75
39090,1,1,4.79
39090,30,2,13.7
39091,25,2,13.32
39091,1,2,9.58
39091,8,1,4.03
39092,2,1,5.44
39093,8,1,4.03
39094,10,1,4.91
39095,23,1,4.73
39095,25,1,6.66
39096,30,1,6.85
39096,10,1,4.91
39097,3,1,3.85
39098,4,2,11.48
39098,31,1,5.19
39098,23,1,4.73
39099,28,1,3.95
39099,15,1,6.31
39100,4,1,5.74
39100,13,1,5.73
39101,2,1,5.44
39101,14,1,4.02
39101,2,1,5.44
39102,5,1,5.12
39103,24,1,7.0
39103,19,1,6.9
39104,29,1,4.42
39104,21,1,6.97
39104,20,1,5.08
39105,21,1,6.97
39106,15,1,6.31
39106,25,1,6.66
39107,1,1,4.79
39107,24,1,7.0
39107,2,2,10.88
39108,3,1,3.85
39108,23,1,4.73
39108,12,1,6.32
39109,32,1,4.68
39109,27,1,5.75
39110,9,1,5.07
39111,12,2,12.64
39111,6,2,7.52
39111,28,1,3.95
39112,7,1,6.29
39113,14,1,4.02
39113,1,1,4.79
39113,30,1,6.85
39114,7,1,6.29
39115,8,1,4.03
39116,29,1,4.42
39117,29,1,4.42
39117,28,1,3.95
39118,25,1,6.66
39119,21,1,6.97
39119,6,1,3.76
39120,28,1,3.95
39121,1,1,4.79
39121,15,2,12.62
39122,28,1,3.95
39123,14,1,4.02
39124,17,1,4.25
39125,21,1,6.97
39126,13,1,5.73
39127,25,1,6.66
39127,25,1,6.66
39127,10,1,4.91
39128,23,1,4.73
39129,6,1,3.76
39130,8,1,4.03
39131,30,1,6.85
39132,23,1,4.73
39133,7,1,6.29
39133,21,1,6.97
39134,30,1,6.85
39135,17,1,4.25
39135,16,1,5.82
39136,21,2,13.94
39136,10,1,4.91
39137,29,1,4.42
39137,21,1,6.97
39137,30,1,6.85
39138,21,1,6.97
39139,23,1,4.73
39139,1,1,4.79
39140,27,1,5.75
39141,15,2,12.62
39142,2,1,5.44
39143,21,1,6.97
39144,28,1,3.95
39144,29,1,4.42
39145,26,1,4.12
39145,20,1,5.08
39145,7,1,6.29
39146,2,1,5.44
39146,10,1,4.91
39146,25,1,6.66
39147,8,1,4.03
39147,11,1,3.96
39147,1,2,9.58
39148,6,1,3.76
39149,29,1,4.42
39150,13,1,5.73
39151,11,2,7.92
39151,10,1,4.91
39152,27,1,5.75
39153,2,1,5.44
39153,28,1,3.95
39154,14,1,4.02
39155,30,1,6.85
39155,31,1,5.19
39155,22,1,5.16
39156,18,1,4.58
39156,22,1,5.16
39157,28,2,7.9
39158,15,1,6.31
39158,15,1,6.31
39159,4,1,5.74
39160,8,1,4.03
39160,18,1,4.58
39161,14,1,4.02
39162,26,1,4.12
39163,31,1,5.19
39163,10,1,4.91
39164,19,1,6.9
39165,27,1,5.75
39166,23,1,4.73
39167,25,1,6.66
39168,18,1,4.58
39169,2,2,10.88
39170,13,1,5.73
39170,27,1,5.75
39171,31,1,5.19
39171,28,1,3.95
39172,10,1,4.91
39172,21,1,6.97
39173,2,2,10.88
39173,16,1,5.82
39174,5,1,5.12
39174,15,1,6.31
39174,9,1,5.07
39175,20,1,5.08
39176,26,1,4.12
39176,10,2,9.82
39176,21,1,6.97
39177,23,1,4.73
39178,30,2,13.7
39179,32,2,9.36
39180,17,1,4.25
39181,6,1,3.76
39182,10,1,4.91
39182,32,1,4.68
39183,2,1,5.44
39183,5,1,5.12
39183,32,1,4.68
39184,29,1,4.42
39184,1,1,4.79
39185,20,1,5.08
39185,15,1,6.31
39185,19,1,6.9
39186,11,1,3.96
